1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
1776,MD,Maryland,7,H2MD07060 ,,Ty Glen ,Busch,"Busch, Ty Glen ",,W,,,,,10,0.00%,,,,,,
1779,MD,Maryland,8,H2MD08126,(I),Chris ,Van Hollen,"Van Hollen, Chris ",,D,"35,989",92.21%,,,"217,531",63.37%,,,,,W,
1782,MD,Maryland,8,H2MD08159,,Ken,Timmerman,"Timmerman, Ken",,R,"13,340",46.20%,,,"113,033",32.93%,,,,,,
1787,MD,Maryland,8,H0MD08138,,Mark,Grannis,"Grannis, Mark",,LIB,*,,,,"7,235",2.11%,,,,,,"*  The Libertarian Party held a convention on March 3, 2012, and the Green Party held a convention on May 12, 2012.  Convention nominees are noted with an asterisk."
1788,MD,Maryland,8,H2MD08175,,George,Gluck,"Gluck, George",,GRE,*,,,,"5,064",1.48%,,,,,,"*  The Libertarian Party held a convention on March 3, 2012, and the Green Party held a convention on May 12, 2012.  Convention nominees are noted with an asterisk."
1789,MD,Maryland,8,n/a,,,Scattered,Scattered,,W,,,,,393,0.11%,,,,,,
1823,MA,Massachusetts,1,H8MA02041,(I),Richard E.,Neal,"Neal, Richard E.",,D,"40,295",65.47%,,,"261,936",98.42%,,,,,W,
1832,MA,Massachusetts,1,n/a,,,All Others,All Others,,W,,,,,"4,197",1.58%,,,,,,
1835,MA,Massachusetts,2,H4MA03022,(I),James P.,McGovern,"McGovern, James P.",,D,"24,375",91.35%,,,"259,257",98.45%,,,,,W,
1843,MA,Massachusetts,2,n/a,,,All Others,All Others,,W,,,,,"4,078",1.55%,,,,,,
1846,MA,Massachusetts,3,H8MA05143,(I),Nicola S.,Tsongas,"Tsongas, Nicola S.",,D,"24,105",99.19%,,,"212,119",65.93%,,,,,W,
1849,MA,Massachusetts,3,H0MA05066,,Jonathan A.,Golnik,"Golnik, Jonathan A.",,R,"12,928",66.32%,,,"109,372",33.99%,,,,,,
1855,MA,Massachusetts,3,n/a,,,All Others,All Others,,W,,,,,262,0.08%,,,,,,
1858,MA,Massachusetts,4,H2MA04073,,"Joseph P., III",Kennedy,"Kennedy, Joseph P., III",,D,"36,557",89.96%,,,"221,303",61.09%,,,,,W,
1863,MA,Massachusetts,4,H0MA04127,,Sean,Bielat,"Bielat, Sean",,R,"14,834",73.21%,,,"129,936",35.87%,,,,,,
1870,MA,Massachusetts,4,H0MA09027,,David A.,Rosa,"Rosa, David A.",,IND,,,,,"10,741",2.97%,,,,,,
1871,MA,Massachusetts,4,n/a,,,All Others,All Others,,W,,,,,265,0.07%,,,,,,
1874,MA,Massachusetts,5,H6MA07101,(I),Edward J.,Markey,"Markey, Edward J.",,D,"38,196",99.18%,,,"257,490",75.49%,,,,,W,
1877,MA,Massachusetts,5,H4MA05043,,Tom,Tierney,"Tierney, Tom",,R,"4,789",41.16%,,,"82,944",24.32%,,,,,,
1884,MA,Massachusetts,5,n/a,,,All Others,All Others,,W,,,,,675,0.20%,,,,,,
1887,MA,Massachusetts,6,H4MA06033,(I),John F.,Tierney,"Tierney, John F.",,D,"28,395",98.21%,,,"180,942",48.28%,,,,,W,
1890,MA,Massachusetts,6,H2MA00014,,Richard R.,Tisei,"Tisei, Richard R.",,R,"18,331",99.00%,,,"176,612",47.12%,,,,,,
1893,MA,Massachusetts,6,H2MA06078,,Daniel,Fishman,"Fishman, Daniel",,LIB,,,,,"16,739",4.47%,,,,,,
1896,MA,Massachusetts,6,n/a,,,All Others,All Others,,W,,,,,514,0.14%,,,,,,
1899,MA,Massachusetts,7,H8MA08071,(I),Michael E.,Capuano,"Capuano, Michael E.",,D,"32,445",98.64%,,,"210,794",83.37%,,,,,W,
1902,MA,Massachusetts,7,H2MA08058,,Karla,Romero,"Romero, Karla",,IND,,,,,"41,199",16.29%,,,,,,
1907,MA,Massachusetts,7,n/a,,,All Others,All Others,,W,,,,,843,0.33%,,,,,,
1910,MA,Massachusetts,8,H2MA09072,(I),Stephen F.,Lynch,"Lynch, Stephen F.",,D,"29,352",98.76%,,,"263,999",76.12%,,,,,W,
1913,MA,Massachusetts,8,H2MA08066,,Joe,Selvaggi,"Selvaggi, Joe",,R,"5,968",59.11%,,,"82,242",23.71%,,,,,,
1919,MA,Massachusetts,8,n/a,,,All Others,All Others,,W,,,,,570,0.16%,,,,,,
1922,MA,Massachusetts,9,H0MA10082,(I),William Richard,Keating,"Keating, William Richard",,D,"31,366",59.08%,,,"212,754",58.71%,,,,,W,
1926,MA,Massachusetts,9,H2MA09189,,Christopher,Sheldon,"Sheldon, Christopher",,R,"11,046",50.58%,,,"116,531",32.15%,,,,,,
1930,MA,Massachusetts,9,H2MA09205,,Daniel S.,Botelho,"Botelho, Daniel S.",,IND,,,,,"32,655",9.01%,,,,,,
1933,MA,Massachusetts,9,n/a,,,All Others,All Others,,W,,,,,465,0.13%,,,,,,
1950,MI,Michigan,1,H0MI01088,(I),Dan,Benishek,"Benishek, Dan",,R,"64,411",100.00%,,,"167,060",48.14%,,,,,W,
1952,MI,Michigan,1,H0MI01153,,Gary,McDowell,"McDowell, Gary",,D,"36,339",100.00%,,,"165,179",47.60%,,,,,,
1954,MI,Michigan,1,H2MI01126,,Emily,Salvette,"Salvette, Emily",,LIB,*,,,,"10,630",3.06%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
1955,MI,Michigan,1,H0MI01187,,Ellis,Boal,"Boal, Ellis",,GRE,*,,,,"4,168",1.20%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
1958,MI,Michigan,2,H0MI02094,(I),Bill,Huizenga,"Huizenga, Bill",,R,"58,170",100.00%,,,"194,653",61.16%,,,,,W,
1960,MI,Michigan,2,H2MI02132,,"Willie, Jr.",German,"German, Willie, Jr.",,W(D)/D,"1,813",100.00%,,,"108,973",34.24%,,,,,,
1962,MI,Michigan,2,H2MI02140,,Mary,Buzuma,"Buzuma, Mary",,LIB,*,,,,"8,750",2.75%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
1963,MI,Michigan,2,H0MI02086,,Ronald E.,Graeser,"Graeser, Ronald E.",,UST,*,,,,"3,176",1.00%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
1964,MI,Michigan,2,H8MI12096,,William J.,Opalicky,"Opalicky, William J.",,GRE,*,,,,"2,715",0.85%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
1967,MI,Michigan,3,H0MI03126,(I),Justin,Amash,"Amash, Justin",,R,"51,113",99.97%,,,"171,675",52.62%,,,,,W,
1968,MI,Michigan,3,n/a,,Steven,Butler,"Butler, Steven",,W(R)/W,16,0.03%,,,2,0.00%,,,,,,
1970,MI,Michigan,3,H2MI03148,,Steve,Pestka,"Pestka, Steve",,D,"13,414",59.00%,,,"144,108",44.17%,,,,,,
1973,MI,Michigan,3,H2MI03155,,Bill,Gelineau,"Gelineau, Bill",,LIB,*,,,,"10,498",3.22%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
1976,MI,Michigan,4,H0MI10071,(I),Dave,Camp,"Camp, Dave",,R,"67,028",100.00%,,,"197,386",63.07%,,,,,W,
1978,MI,Michigan,4,H2MI04237,,Debra Freidell,Wirth,"Wirth, Debra Freidell",,D,"20,519",100.00%,,,"104,996",33.55%,,,,,,
1980,MI,Michigan,4,H2MI04245 ,,John,Gelineau,"Gelineau, John",,LIB,*,,,,"4,285",1.37%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
1981,MI,Michigan,4,H8MI08086,,George M.,Zimmer,"Zimmer, George M.",,UST,*,,,,"3,506",1.12%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
1982,MI,Michigan,4,H2MI04252,,Pat,Timmons,"Timmons, Pat",,GRE,*,,,,"2,776",0.89%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
1985,MI,Michigan,5,H2MI05119,,Daniel T.,Kildee,"Kildee, Daniel T.",,D,"51,840",100.00%,,,"214,531",64.98%,,,,,W,
1987,MI,Michigan,5,H2MI05127,,Jim,Slezak,"Slezak, Jim",,R,"16,951",63.88%,,,"103,931",31.48%,,,,,,
1990,MI,Michigan,5,H2MI05150,,David,Davenport,"Davenport, David",,NPA,,,,,"6,694",2.03%,,,,,,
1991,MI,Michigan,5,H2MI05143 ,,Gregory,Creswell,"Creswell, Gregory",,LIB,*,,,,"4,990",1.51%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
1994,MI,Michigan,6,H6MI04113,(I),Fred,Upton,"Upton, Fred",,R,"45,919",66.56%,,,"174,955",54.59%,,,,,W,
1997,MI,Michigan,6,H2MI06075,,Mike,O'Brien,"O'Brien, Mike",,D,"14,224",100.00%,,,"136,563",42.61%,,,,,,
1999,MI,Michigan,6,H2MI06083 ,,Christie,Gelineau,"Gelineau, Christie",,LIB,*,,,,"6,366",1.99%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2000,MI,Michigan,6,H2MI06091,,Jason,Gatties,"Gatties, Jason",,UST,*,,,,"2,591",0.81%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2003,MI,Michigan,7,H4MI07103,(I),Tim,Walberg,"Walberg, Tim",,R,"45,592",76.01%,,,"169,668",53.34%,,,,,W,
2006,MI,Michigan,7,H2MI07099,,Kurt Richard,Haskell,"Haskell, Kurt Richard",,D,"18,812",66.75%,,,"136,849",43.02%,,,,,,
2009,MI,Michigan,7,H2MI07073,,Ken,Proctor,"Proctor, Ken",,LIB,*,,,,"8,088",2.54%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2010,MI,Michigan,7,H0MI07119,,Richard E.,Wunsch,"Wunsch, Richard E.",,GRE,*,,,,"3,464",1.09%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2013,MI,Michigan,8,H0MI08042,(I),Mike,Rogers,"Rogers, Mike",,R,"56,208",85.73%,,,"202,217",58.60%,,,,,W,
2017,MI,Michigan,8,H0MI08091,,Lance,Enderle,"Enderle, Lance",,D,"29,322",100.00%,,,"128,657",37.29%,,,,,,
2019,MI,Michigan,8,H2MI08147,,Daniel,Goebel,"Goebel, Daniel",,LIB,*,,,,"8,083",2.34%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2020,MI,Michigan,8,H2MI08139,,Preston,Brooks,"Brooks, Preston",,NPA,,,,,"6,097",1.77%,,,,,,
2023,MI,Michigan,9,H2MI17023,(I),Sander,Levin,"Levin, Sander",,D,"55,198",100.00%,,,"208,846",61.91%,,,,,W,
2025,MI,Michigan,9,H0MI12127,,Don,Volaric,"Volaric, Don",,R,"24,521",61.60%,,,"114,760",34.02%,,,,,,
2028,MI,Michigan,9,H2MI09137,,Jim,Fulner,"Fulner, Jim",,LIB,*,,,,"6,100",1.81%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2029,MI,Michigan,9,H0MI12135,,Julia,Williams,"Williams, Julia",,GRE,*,,,,"4,708",1.40%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2030,MI,Michigan,9,H6MI12231,,Les,Townsend,"Townsend, Les",,UST,*,,,,"2,902",0.86%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2033,MI,Michigan,10,H6MI12181,(I),Candice S. ,Miller,"Miller, Candice S. ",,R,"68,063",100.00%,,,"226,075",68.80%,,,,,W,
2035,MI,Michigan,10,H2MI10101,,Chuck ,Stadler,"Stadler, Chuck ",,D,"13,480",58.14%,,,"97,734",29.74%,,,,,,
2038,MI,Michigan,10,H0MI08109,,Bhagwan,Dashairya,"Dashairya, Bhagwan",,LIB,,,,,"4,803",1.46%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2041,MI,Michigan,11 - FULL TERM,H2MI11133,,Kerry,Bentivolio,"Bentivolio, Kerry",,R,"42,470",66.28%,,,"181,788",50.76%,,,,,W,
2046,MI,Michigan,11 - FULL TERM,H2MI11117,,Syed,Taj,"Taj, Syed",,D,"21,953",58.87%,,,"158,879",44.36%,,,,,,
2049,MI,Michigan,11 - FULL TERM,H8MI11247,,John J.,Tatar,"Tatar, John J.",,LIB,*,,,,"9,637",2.69%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2050,MI,Michigan,11 - FULL TERM,H2MI11208,,Steven Paul,Duke,"Duke, Steven Paul",,GRE,*,,,,"4,569",1.28%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2051,MI,Michigan,11 - FULL TERM,H2MI11216 ,,Daniel,Johnson,"Johnson, Daniel",,NLP,,,,,"3,251",0.91%,,,,,,
2052,MI,Michigan,11 - FULL TERM,n/a,,James,Van Gilder,"Van Gilder, James",,W,,,,,14,0.00%,,,,,,
2053,MI,Michigan,11 - FULL TERM,n/a,,Ralph,Sherman,"Sherman, Ralph",,W,,,,,1,0.00%,,,,,,
2056,MI,Michigan,11 - UNEXPIRED TERM,H2MI11190,,David A.,Curson,"Curson, David A.",,D,"11,450",100.00%,,,"159,258",48.39%,,,,,W,
2058,MI,Michigan,11 - UNEXPIRED TERM,H2MI11133,,Kerry,Bentivolio,"Bentivolio, Kerry",,R,"10,280",41.69%,,,"151,736",46.10%,,,,,,
2064,MI,Michigan,11 - UNEXPIRED TERM,H8MI11247,,John J.,Tatar,"Tatar, John J.",,LIB,,,,,"11,606",3.53%,,,,,,
2065,MI,Michigan,11 - UNEXPIRED TERM,H0MI14214,,Marc J.,Sosnowski,"Sosnowski, Marc J.",,UST,,,,,"6,529",1.98%,,,,,,
2066,MI,Michigan,11 - UNEXPIRED TERM,n/a,,James,Van Gilder,"Van Gilder, James",,W,,,,,8,0.00%,,,,,,
2069,MI,Michigan,12,H6MI16034,(I),John D. ,Dingell,"Dingell, John D. ",,D,"41,116",78.55%,,,"216,884",67.94%,,,,,W,
2072,MI,Michigan,12,H2MI12156,,Cynthia,Kallgren,"Kallgren, Cynthia",,R,"12,028",50.73%,,,"92,472",28.97%,,,,,,
2076,MI,Michigan,12,H8MI14092,,Richard J.,Secula,"Secula, Richard J.",,LIB,*,,,,"9,867",3.09%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2079,MI,Michigan,13,H6MI01028,(I),"John, Jr.",Conyers,"Conyers, John, Jr.",,D,"38,371",55.40%,,,"235,336",82.79%,,,,,W,
2085,MI,Michigan,13,H2MI13162,,Harry T.,Sawicki,"Sawicki, Harry T.",,R,"8,462",100.00%,,,"38,769",13.64%,,,,,,
2087,MI,Michigan,13,H2MI13170,,Chris,Sharer,"Sharer, Chris",,LIB,*,,,,"6,076",2.14%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2088,MI,Michigan,13,H2MI13188,,Martin,Gray,"Gray, Martin",,UST,*,,,,"4,089",1.44%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2091,MI,Michigan,14,H8MI09068,(I),Gary,Peters,"Peters, Gary",,D,"41,230",47.03%,,,"270,450",82.26%,,,,,W,
2097,MI,Michigan,14,H0MI13414,,John,Hauler,"Hauler, John",,R,"17,691",100.00%,,,"51,395",15.63%,,,,,,
2099,MI,Michigan,14,H8MI05108,,Leonard,Schwartz,"Schwartz, Leonard",,LIB,*,,,,"3,968",1.21%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2100,MI,Michigan,14,H8MI09084,,Douglas,Campbell,"Campbell, Douglas",,GRE,*,,,,"2,979",0.91%,,,,,,"* The Libertarian Party nominated by convention on June 2, 2012, the Green Party nominated by convention on June 3, 2012, and the U.S. Taxpayers Party nominated by convention on June 16, 2012.  Convention nominees are noted with an asterisk."
2123,MN,Minnesota,1,H6MN01174,(I),Tim,Walz,"Walz, Tim",,DFL,"15,697",100.00%,,,"193,211",57.52%,,,,,W,
2125,MN,Minnesota,1,H0MN01037,,Allen,Quist,"Quist, Allen",,R,"12,540",54.14%,,,"142,164",42.33%,,,,,,
2128,MN,Minnesota,1,n/a,,,Scattered,Scattered,,W,,,,,505,0.15%,,,,,,
2131,MN,Minnesota,2,H8MN06047,(I),John,Kline,"Kline, John",,R,"15,859",85.12%,,,"193,587",54.01%,,,,,W,
2134,MN,Minnesota,2,H2MN02122,,Mike,Obermueller,"Obermueller, Mike",,DFL,"11,628",100.00%,,,"164,338",45.85%,,,,,,
2136,MN,Minnesota,2,n/a,,,Scattered,Scattered,,W,,,,,520,0.15%,,,,,,
2137,MN,Minnesota,2,n/a,,Josh D.,Ondich,"Ondich, Josh D.",,W,,,,,1,0.00%,,,,,,
2140,MN,Minnesota,3,H8MN03077,(I),Erik,Paulsen,"Paulsen, Erik",,R,"18,672",90.19%,,,"222,335",58.10%,,,,,W,
2143,MN,Minnesota,3,H2MN03070,,Brian,Barnes,"Barnes, Brian",,DFL,"11,786",100.00%,,,"159,937",41.79%,,,,,,
2145,MN,Minnesota,3,n/a,,,Scattered,Scattered,,W,,,,,433,0.11%,,,,,,
2148,MN,Minnesota,4,H0MN04049,(I),Betty,McCollum,"McCollum, Betty",,DFL,"27,291",84.19%,,,"216,685",62.27%,,,,,W,
2152,MN,Minnesota,4,H2MN04110,,Tony,Hernandez,"Hernandez, Tony",,R,"6,876",64.07%,,,"109,659",31.51%,,,,,,
2155,MN,Minnesota,4,H0MN04163,,Steve,Carlson,"Carlson, Steve",,IDP,545,100.00%,,,"21,135",6.07%,,,,,,
2157,MN,Minnesota,4,n/a,,,Scattered,Scattered,,W,,,,,502,0.14%,,,,,,
2158,MN,Minnesota,4,n/a,,Amber,Garlan,"Garlan, Amber",,W,,,,,10,0.00%,,,,,,
2161,MN,Minnesota,5,H6MN05183,(I),Keith,Ellison,"Ellison, Keith",,DFL,"30,609",89.63%,,,"262,102",74.47%,,,,,W,
2165,MN,Minnesota,5,H2MN05133,,Chris,Fields,"Fields, Chris",,R,"5,966",100.00%,,,"88,753",25.22%,,,,,,
2167,MN,Minnesota,5,n/a,,,Scattered,Scattered,,W,,,,,"1,105",0.31%,,,,,,
2168,MN,Minnesota,5,n/a,,Tony,Lane,"Lane, Tony",,W,,,,,9,0.00%,,,,,,
2171,MN,Minnesota,6,H6MN06074,(I),Michele,Bachmann,"Bachmann, Michele",,R,"14,569",80.35%,,,"179,240",50.47%,,,,,W,
2175,MN,Minnesota,6,H2MN06198,,Jim,Graves,"Graves, Jim",,DFL,"8,600",100.00%,,,"174,944",49.26%,,,,,,
2177,MN,Minnesota,6,n/a,,,Scattered,Scattered,,W,,,,,966,0.27%,,,,,,
2178,MN,Minnesota,6,n/a,,Curtis,Hed,"Hed, Curtis",,W,,,,,2,0.00%,,,,,,
2179,MN,Minnesota,6,n/a,,Derek,Henkels,"Henkels, Derek",,W,,,,,1,0.00%,,,,,,
2182,MN,Minnesota,7,H2MN07014,(I),Collin C.,Peterson,"Peterson, Collin C.",,DFL,Unopposed,,,,"197,791",60.38%,,,,,W,
2183,MN,Minnesota,7,H0MN07059,,Lee,Byberg,"Byberg, Lee",,R,Unopposed,,,,"114,151",34.85%,,,,,,
2184,MN,Minnesota,7,H2MN07097,,Adam,Steele,"Steele, Adam",,IDP,Unopposed,,,,"15,298",4.67%,,,,,,
2185,MN,Minnesota,7,n/a,,,Scattered,Scattered,,W,,,,,336,0.10%,,,,,,
2188,MN,Minnesota,8,H2MN08111,,Richard,Nolan,"Nolan, Richard",,DFL,"20,840",38.29%,,,"191,976",54.28%,,,,,W,
2192,MN,Minnesota,8,H0MN08115,(I),Chip,Cravaack,"Cravaack, Chip",,R,"20,471",100.00%,,,"160,520",45.39%,,,,,,
2194,MN,Minnesota,8,n/a,,,Scattered,Scattered,,W,,,,,"1,167",0.33%,,,,,,
2220,MS,Mississippi,1,H0MS01043,(I),Alan,Nunnelee,"Nunnelee, Alan",,R,"43,518",57.28%,,,"186,760",60.41%,,,,,W,
2224,MS,Mississippi,1,H2MS01098,,Brad,Morris,"Morris, Brad",,D,"11,120",100.00%,,,"114,076",36.90%,,,,,,
2226,MS,Mississippi,1,H2MS01114,,Danny,Bedwell,"Bedwell, Danny",,LIB,Unopposed,,,,"3,584",1.16%,,,,,,
2227,MS,Mississippi,1,H8MS03026,,Jim R.,Bourland,"Bourland, Jim R.",,CON,Unopposed,,,,"2,390",0.77%,,,,,,
2228,MS,Mississippi,1,H2MS01106,,Chris,Potts,"Potts, Chris",,REF,Unopposed,,,,"2,367",0.77%,,,,,,
2231,MS,Mississippi,2,H4MS02068,(I),Bennie G.,Thompson,"Thompson, Bennie G.",,D,"49,083",87.46%,,,"214,978",67.13%,,,,,W,
2234,MS,Mississippi,2,H0MS02066,,Bill,Marcy,"Marcy, Bill",,R,"26,041",100.00%,,,"99,160",30.96%,,,,,,
2236,MS,Mississippi,2,H2MS02138,,Cobby Mondale,Williams,"Williams, Cobby Mondale",,IND,,,,,"4,605",1.44%,,,,,,
2237,MS,Mississippi,2,H2MS02146,,Lajena,Williams,"Williams, Lajena",,REF,Unopposed,,,,"1,501",0.47%,,,,,,
2240,MS,Mississippi,3,H8MS03067,(I),Gregg,Harper,"Harper, Gregg",,R,"78,735",91.81%,,,"234,717",80.02%,,,,,W,
2243,MS,Mississippi,3,H2MS03128,,"John ""Luke""",Pannell,"Pannell, John ""Luke""",,REF,Unopposed,,,,"58,605",19.98%,,,,,,
2248,MS,Mississippi,4,H0MS04120,(I),Steven M.,Palazzo,"Palazzo, Steven M.",,R,"60,897",73.91%,,,"182,998",64.11%,,,,,W,
2252,MS,Mississippi,4,H2MS04225,,Matt,Moore,"Moore, Matt  #",,D,*,,,,"82,344",28.85%,,,,,,#  Michael Herrington withdrew after the primary election and Matt Moore was selected by the party to fill the vacancy on the general election ballot.
2256,MS,Mississippi,4,H2MS04217,,Ron,Williams,"Williams, Ron",,LIB,Unopposed,,,,"17,982",6.30%,,,,,,
2257,MS,Mississippi,4,H8MS05179,,Robert W.,Claunch,"Claunch, Robert W.",,REF,Unopposed,,,,"2,108",0.74%,,,,,,
2275,MO,Missouri ,1,H0MO01066,(I),Lacy,Clay,"Clay, Lacy",,D,"57,791",63.30%,,,"267,927",78.67%,,,,,W,
2279,MO,Missouri ,1,H0MO01132,,Robyn,Hamlin,"Hamlin, Robyn",,R,"9,737",57.88%,,,"60,832",17.86%,,,,,,
2282,MO,Missouri ,1,H6MO01246,,Robb E.,Cunningham,"Cunningham, Robb E.",,LIB,246,100.00%,,,"11,824",3.47%,,,,,,
2286,MO,Missouri ,2,H2MO02102,,Ann,Wagner,"Wagner, Ann",,R,"53,583",65.78%,,,"236,971",60.08%,,,,,W,
2291,MO,Missouri ,2,H2MO02128,,Glenn,Koenen,"Koenen, Glenn",,D,"7,894",28.38%,,,"146,272",37.08%,,,,,,
2296,MO,Missouri ,2,H2MO02151,,Bill,Slantz,"Slantz, Bill",,LIB,404,100.00%,,,"9,193",2.33%,,,,,,
2298,MO,Missouri ,2,H2MO02144,,Anatol,Zorikova,"Zorikova, Anatol",,CON,75,100.00%,,,"2,012",0.51%,,,,,,
